model,track_id,stem_id,mldr_lr,mss_lr,mldr_ms,mss_ms,param_mse
mir_01,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.373572111,1.680388451,1.393208981,1.78431797,10.63819981
nn_mir,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.308408737,1.358059287,2.252472401,1.786139131,18.70407104
afx_001,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.3743823767,1.33766818,0.4469437599,1.787183762,8.668052673
mir_1,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.243858218,1.33220768,1.194591522,1.787821054,5.941673279
afx,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.4697310328,1.272679448,0.473156631,1.788670063,11.11633015
afx_01,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.245500326,1.155143261,1.314967513,1.789119244,8.465756416
mfcc_1,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.109201431,1.189036131,1.174322128,1.789993525,8.119951248
mfcc_01,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.371787548,1.445379972,1.421863317,1.790438414,10.97455215
regression,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.6641877294,1.716571808,0.8455520272,1.790656447,19.43350983
regression,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.245125294,1.590438366,1.224382997,1.79219079,10.62515259
mfcc_01,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,2.381005764,1.350224853,1.815615654,1.792250633,4.812576294
mir,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.323306322,1.672918797,1.349189997,1.792755365,10.95871162
nn_mir,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.860512853,1.91310215,1.968939781,1.792810202,10.93105602
mir_1,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.6010785699,1.333029628,0.7691699862,1.792965889,7.104825497
afx_001,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.410278201,1.519058108,1.383886576,1.793636084,9.938380241
mfcc_001,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.7315423489,1.209939003,0.8376282454,1.794847965,10.78136635
nn_afx,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.5734100938,1.174049854,0.7146058083,1.795244575,14.574193
mfcc_1,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.9086041451,0.9332323074,1.196512461,1.797371507,13.33389282
mir_001,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.162180901,1.288083553,2.391324997,1.800104618,22.87349319
nn_mir,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,0.8736944199,0.8607474566,1.464455128,1.80045104,5.059998512
mir_01,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.801124454,1.840619087,1.906111836,1.801324964,10.02665138
nn_mfcc,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.480404615,1.446033835,1.409861803,1.803826094,9.911850929
nn_param,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.6370850205,1.459941626,0.7763069868,1.805579424,4.287203312
mfcc_1,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.353141785,1.438846588,1.577509761,1.805972934,8.859574318
afx_1,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.755196095,1.248381376,2.008991718,1.806603909,22.65085983
mean,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.114156961,0.9544239044,0.9376729727,1.807240486,13.47404003
nn_param,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.464847803,1.736657977,1.322404504,1.807401896,8.731706619
mir_1,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.525493383,1.038018584,1.732643366,1.809566855,22.94782639
afx_1,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.096668482,0.9350199699,0.9054377675,1.809643507,13.37580013
nn_param,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,0.8510341644,1.101848483,1.261847496,1.811804295,5.964899063
nn_afx,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.211527109,1.975383759,1.039898276,1.815085411,12.5539465
nn_mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.6787768602,1.491892338,0.9255580902,1.815091848,8.537389755
mir,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.8285855055,1.510534286,0.8544940948,1.815249205,9.231351852
mir,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_01_01,1.121315241,1.34798944,1.165606618,1.815434098,4.066193104
mir_01,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.011452675,1.674631357,0.9406280518,1.816458106,4.968029022
regression,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.239650846,0.9547479153,1.364346743,1.816947699,16.41355705
mir_01,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.638792038,0.9702438116,1.721244216,1.818505287,13.65076065
afx_01,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.4837079942,1.234591603,0.7008163929,1.818846822,5.827217102
mir_001,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,1.019304872,1.563500762,1.150332093,1.819496632,4.212526321
nn_param,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.573471904,1.804498911,1.823215961,1.820702434,7.659145832
mfcc_01,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.228992462,1.601261139,1.358200073,1.822248936,11.90919876
afx_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.452488542,1.479432464,1.714627504,1.822715282,6.129642963
nn_mfcc,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,2.1051507,0.8712801933,1.75080061,1.827444792,17.24539948
mfcc_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.518050194,1.708950043,1.429410934,1.828685999,8.458593369
afx_1,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.3690063953,1.511440754,0.6087287664,1.831888676,3.489269495
nn_mfcc,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.419767141,1.341915488,1.569504261,1.833454967,13.38197708
nn_afx,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,0.5701980591,0.6762135029,0.8865426779,1.836648941,2.829317331
nn_param,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,0.5701980591,0.6762135029,0.8865426779,1.836648941,2.829317331
afx,MusicDelta_Disco_RAW,MusicDelta_Disco_RAW_04_01,0.8680166006,0.6691701412,0.8644038439,1.836710811,5.349377155
afx_01,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.193765879,1.302663207,1.141331673,1.836935043,5.989522457
afx_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.4847118258,1.613061666,0.4863607287,1.837023616,2.635904074
mir_01,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.4693870544,1.369751453,0.5760536194,1.837096691,3.4597013
afx_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.12930727,1.720806956,1.271713495,1.837114096,6.86436367
afx_001,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,0.9190324545,1.253590584,0.8254004717,1.837556362,5.109369755
mfcc_1,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.889750481,1.247278929,2.021528244,1.839572668,8.854189873
nn_afx,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.921890378,1.504146099,1.063267469,1.840951443,9.919092178
mir_1,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.558021545,1.536902666,1.425675631,1.84100759,9.980476379
nn_mir,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.6075345278,1.393651366,0.7728902102,1.842197657,11.77105141
mir_001,LizNelson_Coldwar_RAW,LizNelson_Coldwar_RAW_02_01,0.9543119669,1.007287502,0.9388027191,1.843508124,2.355019331
mir,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.259616613,2.103190899,1.082915545,1.844259977,5.447733402
nn_param,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.629474998,1.504305124,0.8386597037,1.84571743,2.318661213
nn_mfcc,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.6286757588,1.471386909,0.7743011713,1.846162081,14.8078661
mean,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.00099957,0.9451355338,1.153902292,1.847554922,13.37063217
mir_1,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.593775511,1.324748874,1.622830749,1.848653555,11.48073292
afx_001,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.381532311,1.276607037,1.267322779,1.851647854,10.30880737
nn_mfcc,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,0.9760093093,1.122697115,1.019122839,1.853174448,20.89750671
afx_01,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.395555973,1.446750402,1.214394808,1.856286049,7.596088886
mir_01,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.9339546561,1.48880744,1.172171831,1.85737431,4.723103523
mfcc_1,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.603551388,1.320698977,1.637748718,1.862296224,11.57906628
nn_mir,MusicDelta_Rockabilly_RAW,MusicDelta_Rockabilly_RAW_05_01,0.8294633627,1.144252419,1.007683277,1.862297893,10.55107594
mfcc_1,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.605748415,1.44835031,1.806777239,1.862629175,9.672278404
mfcc_1,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.518348098,1.531520247,1.442081213,1.862769842,9.678627968
mir_01,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.8198102713,1.278108478,0.8522560596,1.863893032,11.22122288
mir_001,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.806086063,1.441268921,2.091770649,1.864297628,9.128858566
nn_afx,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8722041845,1.631052375,0.7950509787,1.865249991,5.346252918
afx_01,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,0.8760875463,1.142581224,0.8285515904,1.866937041,6.465805531
nn_mir,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.575295806,1.954684258,1.731944561,1.868197203,12.98058891
mfcc,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.5096235275,1.695692062,0.3819874823,1.869763374,13.33176041
nn_param,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.20394969,1.566608191,1.108901739,1.870271206,7.079833031
afx_1,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6422484517,0.982440412,0.7539607286,1.870447159,10.66800785
nn_mfcc,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.601799726,1.459499598,2.194626093,1.870645285,16.029459
nn_mir,MusicDelta_Country1_RAW,MusicDelta_Country1_RAW_05_01,1.953301907,0.8350342512,2.055854797,1.873592496,9.065629005
mfcc,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.586221814,1.8384161,1.568567991,1.873945594,12.95375824
nn_mir,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.064790964,1.246134043,1.069127679,1.875361681,20.19195366
mir_1,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.884988546,1.594790936,2.087737083,1.876013637,9.755818367
mfcc_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.7745839357,1.8714118,0.9041855335,1.877871871,20.78490257
mfcc_001,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.606972933,1.632426262,1.553958178,1.883047938,13.35020161
mir_001,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.221791506,1.899087906,1.190673113,1.883487344,10.30221558
nn_mir,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.928632617,1.638696074,1.143338919,1.883955717,7.538381577
nn_afx,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.3748375177,0.9547106624,0.6025207043,1.884031057,2.808829069
nn_param,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.3748375177,0.9547106624,0.6025207043,1.884031057,2.808829069
mean,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.428301811,1.462504745,1.846524835,1.884981036,6.200479031
mir_1,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.175163031,1.367369056,1.175396442,1.886091471,5.996039391
afx_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8078831434,1.434216738,1.205482721,1.888223886,2.510347366
nn_mfcc,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.9652625918,1.612523913,1.10877943,1.89077425,5.413878441
mir,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,1.01323843,1.607360244,1.162256241,1.892032623,4.965418816
mfcc_001,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.668531895,1.616767645,1.626441002,1.89313364,8.099528313
mir_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.7953951359,1.942901015,0.9620933533,1.894370556,20.56067085
mir_01,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.572956681,1.522182822,1.494275808,1.894500375,9.942369461
nn_mfcc,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.5598831177,1.949833155,0.8104200959,1.896166801,30.47976303
mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,1.302639484,1.634900928,1.354914904,1.901863694,4.023634911
mean,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6572324634,1.013988018,0.7649629712,1.903339863,10.79272842
mfcc_1,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.166623831,1.372397304,1.11638093,1.906711221,5.913704872
mfcc,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.487306356,1.831755042,1.581521869,1.908468723,12.36968327
mir,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.8815044761,1.73780334,0.8267837763,1.911538005,7.243423939
mfcc_001,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.101698995,1.172719121,1.278927445,1.912294507,13.07087421
afx_001,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.299530506,1.508419752,1.270724773,1.915506721,7.798750401
nn_afx,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.566716194,1.785880566,1.583971977,1.920692205,10.29867744
nn_mir,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.501933575,1.81185329,1.469308734,1.921248674,13.91385746
mir_01,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.579319477,1.962939978,1.672768235,1.925000191,9.611370087
nn_mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.186654329,1.605515957,1.04033637,1.925567269,10.04564095
mean,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.223689556,1.332799673,1.137850046,1.925567865,5.890832424
nn_param,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.534369349,1.483302474,1.460032225,1.92671597,7.446417809
regression,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.502681851,1.561588287,1.435136795,1.926817656,11.20119286
mir,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.627432704,1.180185795,0.867518127,1.927193642,3.583869219
mfcc_001,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.041681767,1.460789084,1.415960312,1.927366734,10.49333668
afx_01,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,0.9945220947,1.297122478,0.9145354629,1.927503586,5.503704071
mfcc_001,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.110247254,1.592459083,1.651651621,1.927742362,6.706462383
mean,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.725682139,1.761788607,2.101317167,1.929534674,5.842812061
mir,MusicDelta_Grunge_RAW,MusicDelta_Grunge_RAW_05_01,1.380628109,1.418278694,0.9777854085,1.931020498,3.243865728
afx_1,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.9444448948,0.927318573,0.8924118876,1.932428002,13.35330486
afx_001,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.370492816,1.079897523,0.6846307516,1.93307519,6.191629887
nn_afx,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.30895853,1.638464928,1.314732552,1.935276747,12.73684597
nn_mfcc,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.30895853,1.638464928,1.314732552,1.935276747,12.73684597
mir_001,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.04659915,1.740129471,1.236708879,1.935818315,7.911268234
mir_01,ClaraBerryAndWooldog_Boys_RAW,ClaraBerryAndWooldog_Boys_RAW_06_01,0.7285010219,0.8985160589,1.302650213,1.936567068,4.858963013
mir_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.6250323057,1.438262343,0.9572322369,1.937100887,2.469636202
afx,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.2920513749,1.501613617,0.4979910254,1.93781817,6.139221191
afx_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.6668072343,1.935596347,0.8661167622,1.938729763,15.77075195
nn_afx,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.766609907,1.367062926,1.600383162,1.940619469,10.7071867
mfcc_01,MusicDelta_Country1_RAW,MusicDelta_Country1_RAW_05_01,2.622823715,1.695983648,2.60399437,1.940804958,3.995951891
regression,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.8539942503,1.41874218,1.168237448,1.942210674,4.326982021
nn_afx,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,0.986537993,1.148967028,1.103152633,1.942714453,15.53595924
mean,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8159301281,1.959495544,0.9233263731,1.945884109,20.77989769
regression,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.9090489745,1.444238424,1.256168127,1.947604179,2.714565992
mir_01,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.133791447,1.738788843,1.391805768,1.94826591,7.511277676
mfcc_001,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.839887917,1.64672029,0.9285950661,1.95258069,6.756326199
mir_1,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.942578554,1.278352261,1.896889329,1.952850103,8.815367699
mir,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,2.090819359,1.981121421,2.121162415,1.953839421,9.09416008
mir_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.232060671,1.878686905,1.174229026,1.954257846,10.66231918
nn_param,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.66139555,1.687326789,1.725043297,1.954386234,4.687478542
afx_1,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.5839678645,1.314719677,0.8403915167,1.955225468,6.654875278
mean,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.809560776,1.267070174,2.104056835,1.955663681,22.59637833
nn_afx,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,2.253157854,1.940746069,2.245299578,1.956212282,10.0893631
nn_mir,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.7259328365,0.6841303706,0.5884211063,1.957836151,27.31027603
nn_mir,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.7159049511,1.909923553,0.9377275705,1.958683848,22.69000435
mir_001,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,2.074186563,1.894787788,1.992637873,1.961899042,9.561120987
afx_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8377716541,2.016977072,0.8708333969,1.962884188,20.63913155
nn_mfcc,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.9786120057,1.684268355,1.078778982,1.963137507,13.19791794
regression,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.9500486851,1.581951618,1.108495474,1.966631413,5.018242836
mir_1,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,0.6351573467,0.6229971647,0.8331201077,1.968081951,2.628653765
mfcc,MusicDelta_Country1_RAW,MusicDelta_Country1_RAW_05_01,3.123028755,1.471375227,3.032781839,1.969995141,4.437182426
nn_param,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,1.006797552,2.007572174,1.084635258,1.974446535,15.14750099
afx_1,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.173777819,1.324777246,1.074439406,1.974469543,5.902359962
mfcc,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,0.8594219685,0.7924855947,1.646843433,1.975082636,9.035284042
afx,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,0.7877204418,1.363939285,0.7418643236,1.976082206,14.8952837
mfcc,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.9665776491,1.674390554,1.079931617,1.981430531,8.955796242
nn_afx,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.8584145904,1.833183289,0.948399663,1.982878566,14.07094574
mir,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.7995620966,2.096104383,0.7645764351,1.983062267,10.20611477
mfcc_01,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.9249339104,0.7844103575,0.5723055601,1.985533357,13.1145649
mfcc,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.530358791,1.734318614,2.303377628,1.987392902,32.80625916
mfcc_001,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.443887949,1.644749403,1.865089178,1.991265059,12.03443336
mfcc,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.764276981,1.842888236,1.721945405,1.992032886,10.80251598
nn_afx,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,0.8259037137,1.360669613,0.9478868246,1.994105101,18.8053875
mir_001,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.7633378506,1.268697739,0.8325031996,1.994466066,11.10369682
mir_001,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.419257641,1.932720065,1.38145256,1.995444894,6.3432374
afx_1,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.172971368,1.369837284,1.154204845,1.997390747,5.813642979
afx_01,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.437161207,1.284594417,1.280304909,1.998351812,10.92911434
afx_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8744907379,2.134077311,0.8936965466,1.998561025,20.30303955
mean,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8442296982,1.457604647,1.206061006,2.000085592,2.583681107
mir,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.5328027606,1.436828017,0.4438084066,2.008903027,25.41049194
mfcc_01,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.9395530224,1.474197745,0.9163404703,2.010727406,5.661149502
mean,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.3788358569,1.518524408,0.6114632487,2.012724161,3.440852404
mean,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.108415604,1.179576159,1.049188375,2.014153957,8.080551147
nn_mir,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,2.397413969,2.005307198,2.448423862,2.015682697,15.59364223
mir,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.576092243,1.967304111,1.547279596,2.02263093,11.60532951
mfcc_001,MusicDelta_Country1_RAW,MusicDelta_Country1_RAW_05_01,2.8171978,1.700701714,2.906779289,2.02989769,3.236443758
mfcc_01,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.12090373,1.68209362,1.176651239,2.031142235,7.929945946
nn_mir,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.61747992,1.707524061,1.644614458,2.031217098,14.64321709
